"","PUlocationID","type","weight"
"379",132,"Lyft",29.709016571702
"380",132,"Uber",69.279412072679
"381",132,"Via",1.01157135561903
"382",133,"Lyft",20.7511212868696
"383",133,"Uber",78.7056148892939
"384",133,"Via",0.543263823836506
"385",134,"Lyft",24.6939038150164
"386",134,"Uber",75.0552933465419
"387",134,"Via",0.25080283844167
"388",135,"Lyft",20.9378935852688
"389",135,"Uber",78.7832450272273
"390",135,"Via",0.278861387503945
"391",136,"Lyft",10.7868974686627
"392",136,"Uber",89.0734663181508
"393",136,"Via",0.139636213186572
"394",137,"Lyft",17.1991221679573
"395",137,"Uber",70.9369752056134
"396",137,"Via",11.8639026264293
"397",138,"Lyft",28.7963606334331
"398",138,"Uber",70.3196632749206
"399",138,"Via",0.883976091646264
"400",139,"Lyft",23.1995812979763
"401",139,"Uber",76.6708827634334
"402",139,"Via",0.12953593859037
"403",140,"Lyft",16.9564620206931
"404",140,"Uber",60.5080398991656
"405",140,"Via",22.5354980801414
"406",141,"Lyft",16.2760021967346
"407",141,"Uber",65.2193627186747
"408",141,"Via",18.5046350845908
"409",142,"Lyft",17.0659252679192
"410",142,"Uber",67.667170582374
"411",142,"Via",15.2669041497068
"412",143,"Lyft",15.1490737202345
"413",143,"Uber",61.0802662207477
"414",143,"Via",23.7706600590177
"415",144,"Lyft",18.7853905847606
"416",144,"Uber",75.7673408851076
"417",144,"Via",5.44726853013177
"418",145,"Lyft",26.0475320717196
"419",145,"Uber",71.4001627324225
"420",145,"Via",2.55230519585789
"421",146,"Lyft",25.3728486758655
"422",146,"Uber",73.3977941610625
"423",146,"Via",1.22935716307205
"424",147,"Lyft",11.0901284449175
"425",147,"Uber",88.7491862399636
"426",147,"Via",0.160685315118886
"427",148,"Lyft",23.1786873597003
"428",148,"Uber",71.374049191712
"429",148,"Via",5.44726344858772
"430",149,"Lyft",13.7940014657553
"431",149,"Uber",85.9674676081916
"432",149,"Via",0.238530926053108
"433",150,"Lyft",10.6043636037812
"434",150,"Uber",89.2179263175186
"435",150,"Via",0.177710078700178
"436",151,"Lyft",16.7750458133679
"437",151,"Uber",63.0115719516047
"438",151,"Via",20.2133822350274
"439",152,"Lyft",18.9006737324702
"440",152,"Uber",77.2434946834261
"441",152,"Via",3.85583158410366
"442",153,"Lyft",17.4409848410438
"443",153,"Uber",82.2389745604557
"444",153,"Via",0.320040598500475
"445",154,"Lyft",13.4436958614052
"446",154,"Uber",86.4023099133782
"447",154,"Via",0.153994225216554
"448",155,"Lyft",14.3068840812309
"449",155,"Uber",85.4825133922521
"450",155,"Via",0.210602526517016
"451",156,"Lyft",26.5838644203704
"452",156,"Uber",73.3810546010374
"453",156,"Via",0.0350809785922504
"454",157,"Lyft",21.9778818729577
"455",157,"Uber",77.6977126343426
"456",157,"Via",0.324405492699696
"457",158,"Lyft",18.164039981845
"458",158,"Uber",73.6756998939013
"459",158,"Via",8.1602601242537
"460",159,"Lyft",12.1291045994223
"461",159,"Uber",87.6846759255974
"462",159,"Via",0.186219474980306
"463",160,"Lyft",19.2626484772393
"464",160,"Uber",80.5452334206853
"465",160,"Via",0.192118102075381
"466",161,"Lyft",13.3972796119837
"467",161,"Uber",77.9262302778344
"468",161,"Via",8.67649011018187
"469",162,"Lyft",16.6997648581951
"470",162,"Uber",71.8779386344214
"471",162,"Via",11.4222965073835
"472",163,"Lyft",17.7757567447984
"473",163,"Uber",73.7356852090123
"474",163,"Via",8.48855804618932
"475",164,"Lyft",18.5754923825548
"476",164,"Uber",74.6620031459082
"477",164,"Via",6.76250447153706
"478",165,"Lyft",14.0732293505984
"479",165,"Uber",85.6538510047927
"480",165,"Via",0.272919644608874
"481",166,"Lyft",18.932614255016
"482",166,"Uber",65.2260966021693
"483",166,"Via",15.8412891428147
"484",167,"Lyft",10.8227228966841
"485",167,"Uber",88.9892270413819
"486",167,"Via",0.188050061934048
"487",168,"Lyft",14.7788351447966
"488",168,"Uber",84.920355468085
"489",168,"Via",0.300809387118363
"490",169,"Lyft",10.9594468719199
"491",169,"Uber",88.8767754375301
"492",169,"Via",0.16377769054999
"493",170,"Lyft",19.4724889480759
"494",170,"Uber",68.7334490533914
"495",170,"Via",11.7940619985327
"496",171,"Lyft",17.9340972465112
"497",171,"Uber",81.9057826152528
"498",171,"Via",0.160120138235983
"499",172,"Lyft",17.4041994363371
"500",172,"Uber",82.5662894158268
"501",172,"Via",0.0295111478360951
"502",173,"Lyft",16.9497081612073
"503",173,"Uber",82.9208326503852
"504",173,"Via",0.129459188407569
"505",174,"Lyft",13.7663328188362
"506",174,"Uber",86.1176176645117
"507",174,"Via",0.116049516652119
"508",175,"Lyft",18.8004209049456
"509",175,"Uber",81.0618756251867
"510",175,"Via",0.137703469867623
"511",176,"Lyft",17.7388905024688
"512",176,"Uber",82.2417465388711
"513",176,"Via",0.0193629586600833
"514",177,"Lyft",21.0119888224513
"515",177,"Uber",78.4939154472522
"516",177,"Via",0.494095730296566
"517",178,"Lyft",12.0487624172589
"518",178,"Uber",87.5335107575625
"519",178,"Via",0.417726825178643
"520",179,"Lyft",29.3270779171191
"521",179,"Uber",70.098512844521
"522",179,"Via",0.574409238359912
"523",180,"Lyft",21.503536671426
"524",180,"Uber",78.3512218338175
"525",180,"Via",0.145241494756536
"526",181,"Lyft",32.6107133354702
"527",181,"Uber",65.4026111002571
"528",181,"Via",1.9866755642727
"529",182,"Lyft",13.8274602664954
"530",182,"Uber",86.0438573607321
"531",182,"Via",0.128682372772516
"532",183,"Lyft",18.5303475578656
"533",183,"Uber",81.3494280232191
"534",183,"Via",0.120224418915309
"535",184,"Lyft",9.81635679251739
"536",184,"Uber",90.099235770503
"537",184,"Via",0.0844074369795825
"538",185,"Lyft",15.9566799854057
"539",185,"Uber",83.8704582061527
"540",185,"Via",0.17286180844153
"541",186,"Lyft",26.4152806101399
"542",186,"Uber",65.4885922930935
"543",186,"Via",8.09612709676659
"544",187,"Lyft",24.0704931692056
"545",187,"Uber",75.9027810529956
"546",187,"Via",0.0267257777987392
"547",188,"Lyft",21.701500396941
"548",188,"Uber",77.67582755874
"549",188,"Via",0.62267204431909
"550",189,"Lyft",33.3300020500205
"551",189,"Uber",64.9009583845838
"552",189,"Via",1.76903956539565
"553",190,"Lyft",22.0076510763379
"554",190,"Uber",76.6771850955304
"555",190,"Via",1.31516382813175
"556",191,"Lyft",22.2656281880035
"557",191,"Uber",77.6399729045211
"558",191,"Via",0.0943989074754685
"559",192,"Lyft",18.1439409179709
