year,month,day,temp,max,min,visib,wdsp,mxpsd,gust,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,date_of_year
2015,9,4,80.6,93.0,73.9,7.3,5.0,12.0,19.0,0.0,0.0,0,0,0,0,0,2015-09-04
2015,9,5,74.0,84.9,66.9,10.0,4.4,8.9,0.0,0.0,0.0,0,0,0,0,0,2015-09-05
2015,9,6,74.1,87.1,64.9,10.0,1.0,4.1,0.0,0.0,0.0,0,0,0,0,0,2015-09-06
2015,9,7,78.4,91.9,64.9,10.0,3.4,7.0,0.0,0.0,0.0,0,0,0,0,0,2015-09-07
2015,9,8,84.2,97.0,70.0,9.8,3.8,8.0,15.0,0.0,0.0,0,0,0,0,0,2015-09-08
2015,9,9,82.0,97.0,75.9,10.0,4.0,8.9,22.0,0.0,0.0,0,0,0,0,0,2015-09-09
2015,9,10,75.2,90.0,71.1,6.2,4.7,8.9,0.0,1.13,0.0,1,1,0,0,0,2015-09-10
2015,9,11,72.3,81.0,66.0,8.4,5.6,8.9,15.9,0.45,0.0,0,1,0,0,0,2015-09-11
2015,9,12,74.0,81.0,66.0,10.0,2.3,8.0,17.1,0.0,0.0,0,0,0,0,0,2015-09-12
2015,9,13,72.0,80.1,66.9,8.6,5.2,9.9,22.0,0.29,0.0,0,1,0,0,0,2015-09-13
2015,9,14,66.4,80.1,59.0,10.0,6.3,11.1,20.0,0.04,0.0,0,0,0,0,0,2015-09-14
2015,9,15,72.0,82.9,63.0,10.0,2.1,5.1,0.0,0.0,0.0,0,0,0,0,0,2015-09-15
2015,9,16,75.8,88.0,62.1,10.0,1.5,4.1,0.0,0.0,0.0,0,0,0,0,0,2015-09-16
2015,9,17,77.0,89.1,66.0,10.0,1.3,5.1,0.0,0.0,0.0,0,0,0,0,0,2015-09-17
2015,9,18,76.3,89.1,68.0,9.8,2.4,7.0,0.0,0.0,0.0,0,0,0,0,0,2015-09-18
2015,9,19,74.7,87.1,68.0,9.3,1.8,5.1,0.0,0.0,0.0,0,0,0,0,0,2015-09-19
2015,9,20,73.9,82.9,68.0,10.0,6.3,8.9,17.1,0.0,0.0,0,0,0,0,0,2015-09-20
2015,9,21,65.8,79.0,59.0,10.0,7.4,11.1,19.0,0.0,0.0,0,0,0,0,0,2015-09-21
2015,9,22,66.8,73.0,59.0,10.0,6.4,9.9,15.0,0.0,0.0,0,0,0,0,0,2015-09-22
2015,9,23,68.4,80.1,59.0,10.0,3.3,5.1,0.0,0.0,0.0,0,0,0,0,0,2015-09-23
2015,9,24,69.7,82.0,59.0,10.0,3.0,8.0,14.0,0.0,0.0,0,0,0,0,0,2015-09-24
2015,9,25,69.0,82.0,60.1,10.0,5.5,8.9,15.9,0.0,0.0,0,0,0,0,0,2015-09-25
2015,9,26,66.5,75.9,62.1,10.0,5.2,8.9,17.1,0.0,0.0,0,0,0,0,0,2015-09-26
2015,9,27,63.5,72.0,55.9,10.0,4.8,7.0,0.0,0.0,0.0,0,0,0,0,0,2015-09-27
2015,9,28,70.1,78.8,64.9,9.6,2.3,6.0,0.0,0.0,0.0,0,0,0,0,0,2015-09-28
2015,9,29,75.6,82.9,64.9,9.7,2.7,8.9,15.9,0.0,0.0,0,0,0,0,0,2015-09-29
2015,9,30,73.5,82.9,66.9,7.4,5.3,9.9,17.1,1.33,0.0,0,1,0,0,0,2015-09-30
2015,10,1,59.8,79.0,55.9,9.8,7.6,11.1,21.0,0.04,0.0,0,1,0,0,0,2015-10-01
2015,10,2,52.7,57.0,48.2,7.7,9.9,15.0,27.0,0.14,0.0,0,1,0,0,0,2015-10-02
2015,10,3,50.2,57.0,48.0,6.9,11.8,17.1,28.0,1.36,0.0,0,1,0,0,0,2015-10-03
2015,10,4,56.5,63.0,48.9,10.0,9.2,14.0,22.9,0.02,0.0,0,0,0,0,0,2015-10-04
2015,10,5,57.7,66.9,52.0,10.0,6.6,9.9,18.1,0.0,0.0,0,0,0,0,0,2015-10-05
2015,10,6,61.2,73.0,52.0,10.0,1.5,5.1,0.0,0.0,0.0,0,0,0,0,0,2015-10-06
2015,10,7,64.9,73.0,52.0,10.0,2.5,6.0,0.0,0.0,0.0,0,0,0,0,0,2015-10-07
2015,10,8,63.8,73.0,57.9,10.0,2.9,7.0,0.0,0.0,0.0,0,0,0,0,0,2015-10-08
2015,10,9,66.6,78.1,59.0,8.3,3.0,8.9,24.1,0.0,0.0,1,1,0,0,0,2015-10-09
2015,10,10,58.9,78.1,50.0,9.9,2.6,7.0,0.0,0.89,0.0,0,0,0,0,0,2015-10-10
2015,10,11,59.3,69.1,50.0,10.0,2.8,5.1,0.0,0.0,0.0,0,0,0,0,0,2015-10-11
2015,10,12,64.4,77.0,53.1,10.0,3.7,5.1,0.0,0.0,0.0,0,0,0,0,0,2015-10-12
2015,10,13,65.8,77.0,55.9,9.9,2.5,6.0,0.0,0.01,0.0,0,0,0,0,0,2015-10-13
2015,10,14,63.8,72.0,57.0,10.0,3.2,6.0,0.0,0.0,0.0,0,0,0,0,0,2015-10-14
2015,10,15,58.2,69.1,51.1,10.0,3.5,7.0,0.0,0.0,0.0,0,0,0,0,0,2015-10-15
2015,10,16,58.5,64.0,51.1,10.0,4.9,8.9,17.1,0.0,0.0,0,0,0,0,0,2015-10-16
2015,10,17,51.6,64.0,48.0,10.0,5.0,8.0,15.9,0.0,0.0,0,0,0,0,0,2015-10-17
2015,10,18,43.5,55.9,37.9,10.0,5.0,9.9,20.0,0.0,0.0,0,0,0,0,0,2015-10-18
2015,10,19,42.9,53.1,35.1,10.0,2.2,6.0,14.0,0.0,0.0,0,0,0,0,0,2015-10-19
2015,10,20,56.2,70.0,35.1,10.0,5.7,8.9,17.1,0.0,0.0,0,0,0,0,0,2015-10-20
2015,10,21,65.0,75.9,48.0,9.9,2.8,8.9,15.0,0.0,0.0,0,0,0,0,0,2015-10-21
2015,10,22,65.4,75.9,57.0,9.7,4.1,8.0,15.0,0.0,0.0,0,0,0,0,0,2015-10-22
2015,10,23,58.8,75.0,51.1,9.8,5.0,9.9,17.1,0.0,0.0,0,0,0,0,0,2015-10-23
2015,10,24,48.4,64.9,39.9,10.0,4.1,8.9,0.0,0.0,0.0,0,0,0,0,0,2015-10-24
2015,10,25,59.1,68.0,55.0,9.7,4.0,7.0,17.1,0.02,0.0,0,1,0,0,0,2015-10-25
2015,10,26,51.8,57.9,46.0,10.0,3.9,8.9,15.0,0.03,0.0,0,0,0,0,0,2015-10-26
2015,10,27,51.9,59.0,45.0,10.0,3.5,6.0,0.0,0.0,0.0,0,0,0,0,0,2015-10-27
2015,10,28,58.0,66.9,45.0,7.2,6.3,9.9,21.0,0.0,0.0,1,1,0,0,0,2015-10-28
2015,10,29,67.2,73.0,53.1,8.2,5.7,11.1,22.9,1.44,0.0,0,1,0,0,0,2015-10-29
2015,10,30,55.8,73.0,50.0,10.0,5.4,8.0,15.9,0.04,0.0,0,0,0,0,0,2015-10-30
2015,10,31,49.1,61.0,42.1,10.0,3.0,6.0,0.0,0.0,0.0,0,0,0,0,0,2015-10-31
2015,11,1,57.9,64.9,42.1,10.0,3.9,7.0,20.0,0.0,0.0,0,0,0,0,0,2015-11-01
2015,11,2,59.4,64.9,54.0,10.0,2.6,5.1,0.0,0.0,0.0,0,0,0,0,0,2015-11-02
2015,11,3,60.6,72.0,48.0,10.0,1.6,5.1,0.0,0.0,0.0,0,0,0,0,0,2015-11-03
2015,11,4,62.9,72.0,48.0,10.0,2.3,5.1,0.0,0.0,0.0,0,0,0,0,0,2015-11-04
2015,11,5,62.8,71.1,55.9,4.7,1.9,5.1,0.0,0.0,0.0,0,1,0,0,0,2015-11-05
2015,11,6,69.4,73.0,55.9,7.7,3.7,8.0,22.0,0.01,0.0,0,0,0,0,0,2015-11-06
2015,11,7,64.9,73.9,57.0,9.9,3.6,7.0,0.0,0.0,0.0,0,0,0,0,0,2015-11-07
2015,11,8,51.9,55.9,46.0,10.0,4.0,13.0,19.0,0.0,0.0,0,0,0,0,0,2015-11-08
2015,11,9,51.1,59.0,43.0,10.0,1.7,5.1,0.0,0.0,0.0,0,0,0,0,0,2015-11-09
2015,11,10,55.0,59.0,43.0,8.0,6.7,17.1,27.0,0.0,0.0,0,1,0,0,0,2015-11-10
2015,11,11,52.7,57.9,48.9,6.7,6.0,13.0,22.9,0.69,0.0,0,1,0,0,0,2015-11-11
2015,11,12,55.4,61.0,48.9,9.3,3.6,8.0,15.9,0.43,0.0,0,1,0,0,0,2015-11-12
2015,11,13,55.4,61.0,50.0,10.0,9.4,18.1,32.1,0.01,0.0,0,0,0,0,0,2015-11-13
2015,11,14,46.4,57.9,43.0,10.0,8.0,12.0,27.0,0.0,0.0,0,0,0,0,0,2015-11-14
2015,11,15,46.5,57.9,39.0,10.0,4.1,8.0,0.0,0.0,0.0,0,0,0,0,0,2015-11-15
2015,11,16,58.1,66.9,51.1,10.0,2.9,7.0,0.0,0.0,0.0,0,0,0,0,0,2015-11-16
2015,11,17,47.5,66.9,39.9,10.0,6.4,12.0,18.1,0.0,0.0,0,0,0,0,0,2015-11-17
2015,11,18,50.9,57.9,39.9,10.0,3.6,8.9,17.1,0.0,0.0,0,0,0,0,0,2015-11-18
2015,11,19,59.5,63.0,46.0,8.7,5.4,9.9,19.0,0.0,0.0,0,1,0,0,0,2015-11-19
2015,11,20,58.1,64.0,51.1,8.3,5.5,9.9,22.9,1.25,0.0,0,1,0,0,0,2015-11-20
2015,11,21,46.4,64.0,42.1,10.0,4.9,8.9,18.1,0.0,0.0,0,0,0,0,0,2015-11-21
2015,11,22,51.2,55.0,48.0,9.9,5.1,9.9,17.1,0.03,0.0,0,1,0,0,0,2015-11-22
2015,11,23,39.8,55.0,34.0,10.0,5.6,8.9,17.1,0.0,0.0,0,0,0,0,0,2015-11-23
2015,11,24,38.2,46.0,32.0,10.0,3.8,7.0,0.0,0.0,0.0,0,0,0,0,0,2015-11-24
2015,11,25,42.5,50.0,32.0,10.0,2.3,5.1,0.0,0.0,0.0,0,0,0,0,0,2015-11-25
2015,11,26,49.0,60.1,36.0,9.7,2.5,5.1,0.0,0.0,0.0,0,0,0,0,0,2015-11-26
2015,11,27,57.1,64.0,41.0,9.4,2.9,8.0,15.9,0.0,0.0,0,0,0,0,0,2015-11-27
2015,11,28,56.3,62.6,46.4,9.4,2.9,2.9,0.0,0.0,0.0,0,0,0,0,0,2015-11-28
2015,11,29,41.5,46.4,37.4,9.4,2.9,2.9,0.0,0.02,0.0,0,0,0,0,0,2015-11-29
2015,11,30,39.4,44.6,33.8,9.4,6.0,8.9,0.0,0.0,0.0,0,0,0,0,0,2015-11-30
2015,12,1,46.5,64.0,42.1,9.4,5.9,9.9,14.0,0.0,0.0,0,1,0,0,0,2015-12-01
2015,12,2,49.3,55.9,44.1,9.4,2.9,6.0,0.0,0.21,0.0,0,1,0,0,0,2015-12-02
2015,12,3,50.9,57.0,46.0,9.4,6.2,9.9,22.0,0.1,0.0,0,0,0,0,0,2015-12-03
2015,12,4,46.4,55.0,42.1,9.4,4.5,8.9,20.0,0.0,0.0,0,0,0,0,0,2015-12-04
2015,12,5,45.7,51.1,39.9,9.4,2.0,6.0,0.0,0.0,0.0,0,0,0,0,0,2015-12-05
2015,12,6,46.5,53.1,39.0,9.4,2.7,7.0,0.0,0.0,0.0,0,0,0,0,0,2015-12-06
2015,12,7,48.0,54.0,39.0,9.4,2.9,6.0,0.0,0.0,0.0,0,0,0,0,0,2015-12-07
2015,12,8,44.6,54.0,41.0,9.4,4.6,8.9,15.0,0.0,0.0,0,0,0,0,0,2015-12-08
2015,12,9,45.8,53.1,39.9,9.4,2.7,8.9,0.0,0.0,0.0,0,0,0,0,0,2015-12-09
2015,12,10,54.9,60.1,39.9,9.4,4.5,9.9,15.9,0.0,0.0,0,0,0,0,0,2015-12-10
2015,12,11,55.2,61.0,50.0,8.0,3.1,8.0,0.0,0.0,0.0,0,0,0,0,0,2015-12-11
2015,12,12,59.6,66.0,50.0,7.1,2.7,8.9,17.1,0.0,0.0,0,0,0,0,0,2015-12-12
2015,12,13,61.8,66.9,55.0,6.5,2.0,6.0,0.0,0.0,0.0,0,0,0,0,0,2015-12-13
2015,12,14,56.8,66.9,53.1,6.3,4.6,8.0,15.9,0.0,0.0,0,1,0,0,0,2015-12-14
2015,12,15,61.8,68.0,53.1,9.0,8.6,15.0,28.9,0.42,0.0,0,1,0,0,0,2015-12-15
2015,12,16,50.6,68.0,46.0,10.0,5.9,8.9,22.9,0.09,0.0,0,0,0,0,0,2015-12-16
2015,12,17,54.7,59.0,46.0,6.8,3.4,6.0,15.9,0.04,0.0,0,1,0,0,0,2015-12-17
2015,12,18,51.9,59.0,43.0,8.7,5.5,8.9,19.0,1.21,0.0,0,1,0,0,0,2015-12-18
2015,12,19,38.2,57.0,35.1,10.0,7.4,13.0,25.1,0.0,0.0,0,0,0,0,0,2015-12-19
2015,12,20,38.6,43.0,34.0,10.0,5.8,11.1,21.0,0.0,0.0,0,0,0,0,0,2015-12-20
2015,12,21,45.0,54.0,39.0,10.0,6.1,12.0,25.1,0.0,0.0,0,0,0,0,0,2015-12-21
2015,12,22,57.2,62.6,55.0,8.9,4.9,8.0,15.9,0.0,0.0,0,1,0,0,0,2015-12-22
2015,12,23,56.4,62.1,52.0,4.3,3.0,8.0,0.0,0.19,0.0,0,1,0,0,0,2015-12-23
2015,12,24,66.4,71.1,52.0,7.4,5.1,9.9,22.9,1.56,0.0,0,1,0,0,0,2015-12-24
2015,12,25,62.0,72.0,57.0,9.2,0.7,4.1,0.0,0.01,0.0,0,1,0,0,0,2015-12-25
2015,12,26,54.5,61.0,50.0,9.9,5.9,13.0,19.0,0.01,0.0,0,0,0,0,0,2015-12-26
2015,12,27,52.0,61.0,46.0,6.0,4.5,11.1,19.0,0.12,0.0,0,1,0,0,0,2015-12-27
2015,12,28,43.6,61.0,37.9,9.9,7.1,9.9,20.0,0.02,0.0,0,1,0,0,0,2015-12-28
2015,12,29,39.3,46.0,33.8,5.8,6.8,12.0,21.0,0.33,0.0,0,1,0,0,0,2015-12-29
2015,12,30,41.3,46.0,34.0,5.4,3.0,7.0,0.0,0.15,0.0,0,0,0,0,0,2015-12-30
2015,12,31,46.5,48.0,45.0,5.4,3.0,6.0,0.0,0.19,0.0,0,1,0,0,0,2015-12-31
